TreeID,BlockID,InventoryDate,Street,HouseNumber,TreeNo.,SpeciesCode,CommonSpecies Names,Ownership,Location,Circumference,NumberofStems,%HardSurface,CrownWidth,TotalHeight,Heightclasses,Heighttobaseofcrown,UnbalancedCrown,ReducedHeight,WeakorYellowFoliage,Defoliation,DeadorBrokenBranch,PoorBranch Attachment,Lean,TrunkScars,BranchScar,Conks,RotorCavity-Trunk,RotorCavity-Branch,Crack,ConfinedSpace,GirdlingRoots,RecentTrenching,ConflictwithWires,ConflictwithStructure,ConflictwithSidewalk,Conflictwithanothrtree,ConflictwithTrafficSign,CableorBraching,Genus,Family,DBH,BasalArea,Deciduous/Evergreen,Treecondition,CrownProjectionArea,CrownProjectionIndex,HeritageValue,Heritage DBH,Heritageheight,PotentialHeritage,Comments,DatePlanted,STOCKTYPE,SIZE,STOCKCOST,NURSERY,INSPECTED,PRUNING,REMOVED,XCOOR,YCOOR,,,,,,,,,,,,
012,012,44384,Brunswick,77,,X,X,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,,0,0,0,FALSE,FALSE,FALSE,Plantable space - small tree,,,,,,,,,,,,,,,,,,,,,,
012100,012,44384,Brunswick,77,100,linlit,Little Leaf Linden,c,fy,173,1,40,8,22,4,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,e,n,n,e,n,n,Linden/Basswood,Linden,55,0.238,Deciduous,excellent,50,44,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
012101,012,07.08.04,Brunswick,75,101,yewspp,Yew spp,p,fy,35,3,4,4,5,1,3,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,n,e,n,e,n,n,Yew,Yew,11,0.01,Evergreen,good,13,9,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012102,012,07.08.04,Brunswick,75,102,yewspp,Yew spp,p,fy,52,1,50,5,5,1,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,n,e,n,e,n,n,Yew,Yew,17,0.023,Evergreen,good,20,14,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012103,012,07.08.04,Brunswick,75,103,hemeas,Eastern Hemlock,p,fy,19,1,0,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Hemlock,Pine,6,0.003,Evergreen,excellent,13,10,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012104,012,07.08.04,Brunswick,75,104,hemeas,Eastern Hemlock,p,fy,17,1,0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Hemlock,Pine,5,0.002,Evergreen,excellent,7,6,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012105,012,07.08.04,Brunswick,75,105,mapnor,Norway Maple,c,fy,170,1,40,12,20,4,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e,n,n,e,n,n,Maple,Maple,54,0.229,Deciduous,excellent,113,99,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012106,012,07.08.04,Brunswick,73,106,magnol,Magnolia,p,fy,51,1,10,5,8,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Magnolia,Magnolia,16,0.02,Deciduous,good,20,13,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
012107,012,07.08.04,Brunswick,73,107,cedwhi,White Cedar,p,fy,69,2,10,3,12,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Cedar,Cypress,22,0.038,Evergreen,excellent,7,6,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012108,012,07.08.04,Brunswick,71,108,mapnor,Norway Maple,c,fy,165,1,40,13,19,4,14,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,e,n,n,e,n,n,Maple,Maple,53,0.221,Deciduous,excellent,133,117,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012109,012,07.08.04,Brunswick,71,109,sprblu,Colorado Spruce,p,fy,53,1,0,4,8,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,n,e,n,n,n,n,Spruce,Pine,17,0.023,Evergreen,excellent,13,10,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012110,012,07.08.04,Brunswick,71,110,cedwhi,White Cedar,p,fy,25,1,70,2,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,e,n,n,Cedar,Cypress,8,0.005,Evergreen,excellent,3,2,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012111,012,07.08.04,Brunswick,71,111,cedwhi,White Cedar,p,fy,19,1,70,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,e,n,n,Cedar,Cypress,6,0.003,Evergreen,excellent,3,2,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012112,012,07.08.04,Brunswick,69,112,asheur,European Ash,p,fy,73,1,10,6,13,3,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,e,e,n,n,n,n,Ash,Olive,23,0.042,Deciduous,good,28,24,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
012113,012,07.08.04,Brunswick,69,113,cedwhi,White Cedar,p,fy,15,2,0,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,p,n,n,Cedar,Cypress,5,0.002,Evergreen,excellent,3,2,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012114,012,07.08.04,Brunswick,69,114,cedwhi,White Cedar,p,fy,17,1,0,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,p,n,n,Cedar,Cypress,5,0.002,Evergreen,excellent,3,2,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012115,012,07.08.04,Brunswick,69,115,mapnor,Norway Maple,c,fy,160,1,40,12,16,4,12,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,e,n,n,e,n,n,Maple,Maple,51,0.204,Deciduous,good,113,79,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012116,012,07.08.04,Brunswick,67,116,lochon,Honey Locust,c,fy,27,1,46,5,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,n,n,e,n,n,Honey Locust,Pea,9,0.006,Deciduous,excellent,20,13,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012117,012,07.08.04,Brunswick,65,117,mapnor,Norway Maple,c,fy,200,1,40,19,21,4,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,e,n,n,e,n,n,Maple,Maple,64,0.322,Deciduous,excellent,284,250,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012118,012,07.08.04,Brunswick,61,118,mapsil,Silver maple,c,fy,270,1,40,13,25,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,n,n,e,n,n,Maple,Maple,86,0.581,Deciduous,excellent,133,110,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012119,012,07.08.04,Brunswick,59,119,mapnor,Norway Maple,c,fy,97,1,40,11,17,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,n,n,e,n,n,Maple,Maple,31,0.075,Deciduous,excellent,95,84,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012120,012,07.08.04,Brunswick,59,120,cedwhi,White Cedar,p,fy,48,1,0,3,10,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Cedar,Cypress,15,0.018,Evergreen,excellent,7,6,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012121,012,07.08.04,Brunswick,59,121,mapnor,Norway Maple,c,fy,220,1,40,16,21,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,n,n,e,n,n,Maple,Maple,70,0.385,Deciduous,excellent,201,177,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012122,012,07.08.04,Brunswick,55,122,mapnor,Norway Maple,c,fy,91,1,40,8,16,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,n,n,e,n,n,Maple,Maple,29,0.066,Deciduous,excellent,50,44,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012123,012,07.08.04,Brunswick,53,123,bireur,White Birch,p,fy,83,1,20,8,14,3,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,e,n,n,e,n,n,Birch,Birch,26,0.053,Deciduous,good,50,41,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012124,012,07.08.04,Brunswick,53,124,lilac,Lilac,p,fy,24,5,20,6,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Lilac,Olive,8,0.005,Deciduous,excellent,28,22,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
012125,012,07.08.04,Brunswick,53,125,mapnor,Norway Maple,c,fy,145,1,40,11,16,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,n,n,e,n,n,Maple,Maple,46,0.166,Deciduous,excellent,95,84,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012126,012,07.08.04,Brunswick,45,126,cheame,American Chestnut,c,fy,21,1,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Chestnut,Chestnut,7,0.004,Deciduous,excellent,3,2,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012127,012,07.08.04,Brunswick,45,127,ginkgo,ginkgo,p,fy,17,1,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,ginkgo,ginkgo,5,0.002,Deciduous,excellent,3,2,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012128,012,07.08.04,Brunswick,45,128,ginkgo,ginkgo,p,fy,14,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,ginkgo,ginkgo,4,0.001,Deciduous,excellent,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012129,012,07.08.04,Brunswick,45,129,mapnor,Norway Maple,c,fy,85,1,20,8,11,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e,n,e,n,n,n,Maple,Maple,27,0.057,Deciduous,excellent,50,44,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012130,012,07.08.04,Brunswick,45,130,mapnor,Norway Maple,c,fy,93,1,0,7,12,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e,n,n,n,n,n,Maple,Maple,30,0.071,Deciduous,excellent,38,33,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012131,012,07.08.04,Brunswick,45,131,ginkgo,ginkgo,p,fy,13,1,20,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,ginkgo,ginkgo,4,0.001,Deciduous,excellent,3,2,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012132,012,07.08.04,Brunswick,45,132,bucohi,Ohio Buckeye,p,fy,20,1,30,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Buckeye/Horsechestnut,Horsechestnut,6,0.003,Deciduous,excellent,7,6,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012133,012,07.08.04,Brunswick,45,133,mapnor,Norway Maple,c,fy,102,1,30,7,12,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,e,n,n,e,n,n,Maple,Maple,32,0.08,Deciduous,excellent,38,33,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012134,012,07.08.04,Brunswick,45,134,mapnor,Norway Maple,c,fy,100,1,30,6,10,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e,n,n,e,n,n,Maple,Maple,32,0.08,Deciduous,excellent,28,25,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012135,012,07.08.04,Brunswick,45,135,mapnor,Norway Maple,c,fy,51,1,50,4,6,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,e,n,n,n,n,n,Maple,Maple,16,0.02,Deciduous,excellent,13,11,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012136,012,07.08.12,Brunswick,45,136,ginkgo,ginkgo,p,fy,19,1,0,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,ginkgo,ginkgo,6,0.003,Deciduous,excellent,3,2,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012137,012,07.08.12,Brunswick,45,137,bucohi,Ohio Buckeye,c,fy,22,1,40,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,n,n,n,n,n,Buckeye/Horsechestnut,Horsechestnut,7,0.004,Deciduous,excellent,3,3,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012138,012,07.08.12,Brunswick,45,138,ginkgo,ginkgo,p,fy,10,1,10,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,ginkgo,ginkgo,3,0.001,Deciduous,excellent,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012139,012,07.08.12,Brunswick,45,139,cheame,American Chestnut,c,fy,22,1,20,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Chestnut,Chestnut,7,0.004,Deciduous,excellent,3,2,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012140,012,07.08.12,Brunswick,45,140,bucohi,Ohio Buckeye,c,fy,24,1,50,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Buckeye/Horsechestnut,Horsechestnut,8,0.005,Deciduous,excellent,7,6,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012141,012,07.08.12,Brunswick,25,141,lochon,Honey Locust,p,fy,24,1,10,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Honey Locust,Pea,8,0.005,Deciduous,excellent,13,9,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012142,012,07.08.12,Brunswick,24,142,bucohi,Ohio Buckeye,c,fy,23,1,50,3,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Buckeye/Horsechestnut,Horsechestnut,7,0.004,Deciduous,excellent,7,6,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012143,012,07.08.12,Brunswick,25,143,linlit,Little Leaf Linden,c,fy,101,1,50,6,8,2,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,e,n,n,n,e,n,Linden/Basswood,Linden,32,0.08,Deciduous,excellent,28,25,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
012144,012,07.08.12,Brunswick,25,144,dogalt,Alternate Dogwood,p,fy,11,2,50,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,Dogwood,Dogwood,4,0.001,Deciduous,excellent,7,6,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012145,012,07.08.12,Brunswick,25,145,dogalt,Alternate Dogwood,p,fy,13,2,50,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,Dogwood,Dogwood,4,0.001,Deciduous,excellent,7,6,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012146,012,07.08.12,Brunswick,25,146,mapnor,Norway Maple,c,fy,87,1,50,7,12,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e,n,n,n,n,n,Maple,Maple,28,0.062,Deciduous,excellent,38,33,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012147,012,07.08.12,Brunswick,25,147,bucohi,Ohio Buckeye,c,fy,25,1,50,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Buckeye/Horsechestnut,Horsechestnut,8,0.005,Deciduous,excellent,7,6,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012148,012,07.08.12,Brunswick,25,148,bucohi,Ohio Buckeye,c,fy,20,1,50,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,n,n,e,n,n,Buckeye/Horsechestnut,Horsechestnut,6,0.003,Deciduous,excellent,7,6,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012149,012,07.08.12,Brunswick,25,149,mapnor,Norway Maple,c,fy,79,1,100,7,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,n,n,e,n,n,Maple,Maple,25,0.049,Deciduous,excellent,38,33,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012150,012,07.08.12,Brunswick,25,150,oakred,Red Oak,p,fy,29,1,0,5,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Oak,Beech,9,0.006,Deciduous,excellent,20,16,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
012151,012,07.08.12,Brunswick,25,151,oakred,Red Oak,p,fy,25,1,0,3,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,p,n,n,n,n,Oak,Beech,8,0.005,Deciduous,excellent,7,6,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
012152,012,07.08.12,Brunswick,25,152,mapnor,Norway Maple,c,fy,85,1,60,7,9,2,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,e,e,n,n,e,n,Maple,Maple,27,0.057,Deciduous,excellent,38,33,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012153,012,07.08.12,Brunswick,25,153,linlit,Little Leaf Linden,c,fy,23,1,90,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Linden/Basswood,Linden,7,0.004,Deciduous,excellent,7,6,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
012154,012,07.08.12,Brunswick,25,154,linlit,Little Leaf Linden,p,fy,22,1,10,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Linden/Basswood,Linden,7,0.004,Deciduous,excellent,7,6,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
012155,012,07.08.12,Brunswick,25,155,linlit,Little Leaf Linden,c,fy,31,1,100,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,e,n,Linden/Basswood,Linden,10,0.008,Deciduous,excellent,7,6,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
012156,012,07.08.12,College,340,156,appcom,Common Apple,c,fy,20,1,100,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Apple/Crabapple,Rose,6,0.003,Deciduous,excellent,1,1,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012157,012,07.08.12,College,340,157,linlit,Little Leaf Linden,c,fy,58,1,100,4,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,n,n,n,n,n,Linden/Basswood,Linden,18,0.025,Deciduous,excellent,13,11,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
012158,012,07.08.12,College,340,158,amucor,Amur Corktree,c,fy,43,1,100,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,n,n,n,n,n,Phellodendron,Corktree,14,0.015,Deciduous,excellent,20,16,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
012159,012,07.08.12,College,340,159,basswo,Basswood,c,fy,40,1,100,4,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,n,e,n,p,n,Linden/Basswood,Linden,13,0.013,Deciduous,excellent,13,11,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012160,012,07.08.13,College,340,160,ashwhi,White Ash,c,fy,69,1,100,9,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,e,n,n,n,n,Ash,Olive,22,0.038,Deciduous,excellent,64,54,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012161,012,07.08.13,College,340,161,mapnor,Norway Maple,c,fy,78,1,100,6,8,2,6,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,n,e,n,n,n,n,Maple,Maple,25,0.049,Deciduous,good,28,25,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012162,012,07.08.13,College,340,162,serspp,Serviceberry,c,fy,14,1,100,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Serviceberry,Rose,4,0.001,Deciduous,excellent,1,1,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
012163,012,07.08.13,College,340,163,serspp,Serviceberry,c,fy,15,1,100,1,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,n,n,n,n,n,n,Serviceberry,Rose,5,0.002,Deciduous,excellent,1,1,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
012164,012,07.08.13,College,340,164,treeof,Tree of Heaven,c,fy,45,2,100,5,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,Tree of Heaven,Quassia,14,0.015,Deciduous,excellent,20,16,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012165,012,07.08.13,College,340,165,treeof,Tree of Heaven,c,fy,20,1,100,3,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Tree of Heaven,Quassia,6,0.003,Deciduous,excellent,7,6,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012166,012,07.08.13,College,340,166,treeof,Tree of Heaven,c,fy,38,1,100,4,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Tree of Heaven,Quassia,12,0.011,Deciduous,excellent,13,10,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012167,012,07.08.13,College,340,167,mapman,Manitoba Maple,c,fy,27,1,100,5,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,e,n,n,Maple,Maple,9,0.006,Deciduous,excellent,20,17,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012168,012,07.08.13,College,340,168,treeof,Tree of Heaven,c,fy,30,2,100,5,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,e,n,n,Tree of Heaven,Quassia,10,0.008,Deciduous,excellent,20,16,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012169,012,07.08.13,College,340,169,lochon,Honey Locust,c,fy,15,1,90,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,n,n,n,n,n,n,Honey Locust,Pea,5,0.002,Deciduous,excellent,3,2,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012170,012,07.08.13,College,340,170,lochon,Honey Locust,c,fy,44,1,95,5,6,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,e,e,n,n,n,n,Honey Locust,Pea,14,0.015,Deciduous,excellent,20,13,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012171,012,07.08.13,College,340,171,lochon,Honey Locust,c,fy,17,1,95,3,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,e,n,n,n,n,n,Honey Locust,Pea,5,0.002,Deciduous,excellent,7,5,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012172,012,07.08.13,College,340,172,lochon,Honey Locust,c,fy,97,1,95,9,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,p,n,n,n,n,Honey Locust,Pea,31,0.075,Deciduous,excellent,64,43,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012173,012,07.08.13,College,340,173,mapnor,Norway Maple,c,fy,16,1,98,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Maple,Maple,5,0.002,Deciduous,excellent,1,1,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012174,012,07.08.13,College,340,174,mapnor,Norway Maple,c,fy,15,1,95,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,p,n,Maple,Maple,5,0.002,Deciduous,excellent,1,1,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012175,012,07.08.13,College,340,175,lochon,Honey Locust,c,fy,113,1,95,5,10,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,e,e,n,n,n,n,Honey Locust,Pea,36,0.102,Deciduous,excellent,20,13,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012176,012,07.08.13,College,340,176,lochon,Honey Locust,c,fy,15,1,95,1,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,n,n,n,n,n,n,Honey Locust,Pea,5,0.002,Deciduous,excellent,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012177,012,07.08.13,College,340,177,mapnor,Norway Maple,c,fy,17,1,95,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Maple,Maple,5,0.002,Deciduous,excellent,3,3,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
012178,012,07.08.13,College,340,178,lochon,Honey Locust,c,fy,16,1,95,2,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p,n,n,n,n,n,Honey Locust,Pea,5,0.002,Deciduous,excellent,3,2,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
